,Meat,Seafood,Mexican,Italian,Pork,Korean,Asian,Fish,Starch,Ground_meat
How To Make A Simple Meat Sauce,0.38147013666388413,0.003226923458352952,0.003226458952065502,0.27702605555439197,0.0032261487533615,0.0032270391878003145,0.0032265004355506196,0.0032270000690465812,0.3189173462535179,0.003226390672028385
How To Make Beef Satay,0.003846825986557962,0.0038465493951563043,0.0038466939589151847,0.0038464520732392174,0.0038465304727049207,0.0038469669321270577,0.9653798325652192,0.0038470004567604543,0.003846521985607094,0.0038466261737126867
How To Make Cassoulet,0.9823492630565481,0.001961269145433956,0.001960917492513274,0.0019613531801557964,0.001962048544438863,0.0019609279474191565,0.0019609005746120223,0.0019612230430654906,0.0019610844002417877,0.001961012615571523
How To Make Coquilles Saint Jacques ,0.23732059256385885,0.7376754722531454,0.0031251705371431746,0.0031253879419240013,0.0031253289713277965,0.0031251824243925643,0.003125202965380312,0.0031256144677918552,0.0031268983021016526,0.0031251495729343903
How To Make Turkey Manicotti ,0.002325897929504284,0.002326098435042744,0.002325702864735645,0.0023261771958211757,0.0023257663178788937,0.0023257467574648045,0.002325728246386675,0.0023259117213715592,0.9790671799507179,0.0023257905810762057
Indian Eggplant   Bhurtha,0.005001621721463629,0.005000620845136879,0.005002089218994108,0.005001502684265402,0.005000851637749994,0.005001377925721487,0.3346332816476591,0.5627790470383391,0.06757926605256935,0.005000341228100757
Indian Fish Curry,0.003226768937329703,0.003226299028812459,0.07817726064848743,0.0032262866716028906,0.13845857504531295,0.003226315310368083,0.4579766704436069,0.3060282576406313,0.003226335859887745,0.0032272304139605466
Individual Beef Wellingtons,0.010003953707607174,0.6230265875833696,0.010002139222296862,0.010003101640318333,0.01000121404491672,0.010002242883853691,0.29695465234949764,0.010000661631006373,0.010000755683448385,0.01000469125368508
Instant Mac And Cheese,0.005264055044622779,0.9526200275361288,0.005263411309707865,0.005264597915408592,0.005266743778012367,0.0052633154758841135,0.0052636480486428164,0.0052638289352777,0.005264049465112516,0.0052663224912025035
Instant Pot Salisbury Steak With Onion And Mushroom Gravy,0.9666573766693211,0.003704738453739476,0.0037057077232815973,0.0037046947022299193,0.003704518218606821,0.0037046650778892933,0.003704563376343201,0.003704396112487572,0.0037042664493312483,0.003705073216769827
Instant Potr Mushroom Risotto,0.3242607577128193,0.6357313476329802,0.005000640666500259,0.005001088467437826,0.005000612844328234,0.005002538865131564,0.005000647494340025,0.005000990798662318,0.0050010548509044645,0.005000320666895784
Iowa Pork Steak,0.960858392664396,0.004348828714436672,0.004348885634082356,0.004349088054179894,0.004349492682181,0.004348884930370349,0.004349883330771891,0.004348824297820186,0.004348328910617199,0.004349390781144541
Irish Shepherds Pie,0.7140122210349081,0.22634244737315723,0.0027781276466571614,0.002778748381164321,0.0027783484971516574,0.002777927241573787,0.0027783651660141604,0.002778305272513158,0.002778530451861363,0.040196978934999135
Island Style Fried Rice,0.0037046384103316173,0.0037042246671298304,0.0037042163861710684,0.0037047064169446094,0.003705150010764434,0.22346781011778882,0.0037049673466639696,0.0037043486448952805,0.0037042793086727232,0.7468956586906377
Israeli Couscous And Cheese,0.5212879494631528,0.43660088624836574,0.005264236432679821,0.005264731176586097,0.005263667769592238,0.005263223965645745,0.005263454626108521,0.005263780989857407,0.005263853309639327,0.005264216018372425
Italian Grilled Cheese Sandwiches,0.007144684641886296,0.007146348034494943,0.007144364931597919,0.408596368906508,0.0071442757381488895,0.007144364863815046,0.0071447902936605905,0.007144727175047984,0.5342450897778996,0.007144985636940696
Italian Sausage And Zucchini,0.009092152821207226,0.009091567318966556,0.009091402648954474,0.8160871670772494,0.009092676769107114,0.009091319907817566,0.009091165552607887,0.009092679892139844,0.009091767228537386,0.1111781007834126
Italian Sausage Baby Back Ribs,0.003334229264778121,0.003334081302182167,0.0033335983221422453,0.003333524450000913,0.39937166607329827,0.2305843516979032,0.0033340991429055633,0.3467071045234713,0.0033335904916160053,0.0033337547317021546
Italian Sausage Peppers And Onions,0.004763014706147359,0.004763573940219607,0.004762451850632673,0.28540712944080193,0.0047622321401738455,0.004762829296296973,0.004762429364730362,0.6764912102770051,0.004762600751464859,0.004762528232527359
Italian Style Turkey Meatloaf,0.007144763039498625,0.6477776941720589,0.007143636390217043,0.29506772329737285,0.007144286901456038,0.007144520987674263,0.007144302970072521,0.007144191434672858,0.00714435795515652,0.007144522851820135
Italian Turkey Meatballs,0.004763555702852954,0.41902719493298707,0.004762325754192887,0.08951583166087708,0.13520070149826102,0.004762479507026887,0.00476256417343836,0.0047629023782962705,0.32767963406184036,0.0047628103302269345
Jagerschnitzel,0.8218439344485028,0.005264842560266012,0.005265066320298195,0.13604007663375337,0.005264235628057124,0.005263859879069354,0.005265451892123295,0.0052639973746171674,0.005263948686090757,0.005264586577221957
Jalapeno Popper Grilled Cheese Sandwich,0.005264690249984095,0.005267513077941299,0.005265366021458926,0.9526190797369194,0.00526347009879759,0.00526320377026732,0.005263310974782248,0.00526517016606837,0.005264098069018847,0.005264097834761853
Jalapeno Steak,0.00833481107375945,0.008334410092815037,0.008334549055313768,0.008334340265921567,0.00833448148625824,0.008333806698139217,0.008334687521795238,0.9249909861008143,0.00833387171903223,0.008334055986151003
Japanese Beef Stir Fry,0.7116848758209973,0.002857416917947628,0.002857476441352876,0.0028574613029194516,0.002857486022469327,0.0028584165520633958,0.26545385897792995,0.0028576862193821547,0.002857417093027218,0.002857904651910774
Jewish Style Sweet And Sour Brisket,0.008335711237923154,0.008334632238211124,0.00833425402632966,0.008334721912143465,0.008335468703900145,0.00833504404785744,0.9249838011550376,0.008334668533157978,0.008334423000463125,0.008337275144976201
Jimmys Mexican Pizza,0.003449020786745469,0.00344886981275594,0.32458805699515525,0.5119003899266336,0.0034488287666819923,0.0034486954861617223,0.003448735518372733,0.13937007561814088,0.003448580575042247,0.0034487465143101873
Johnsonviller Italian Meatballs,0.0071439358749226705,0.4845861867916587,0.007143054967685538,0.4582639154125749,0.007142916233837786,0.007143066554581324,0.00714309122832683,0.007143250648001759,0.007146073258296274,0.007144509030114282
Juicy Lucy Burgers,0.007694573020167446,0.20157635029170945,0.007693591723327606,0.3207547629255076,0.007694583425682869,0.00769365821670311,0.007693735354305714,0.0076941701073057105,0.007693424781053106,0.4238111501542373
Juicy Thanksgiving Turkey,0.8887435024429919,0.00526623948267492,0.005263899453320923,0.005264069778583737,0.005263713709008805,0.0052632575179841915,0.0052646560541566275,0.005268605666692394,0.06913874034177174,0.005263315552814879
Kaese Spaetzle,0.009093188919023469,0.7792691422526528,0.009092517233368975,0.009093552169730897,0.009091792868032213,0.009091510527538975,0.009091740609383196,0.1479900171355302,0.009093286968772965,0.009093251315966333
Kalbi Korean Bbq Short Ribs,0.005263954857496633,0.005263341260396234,0.005263606409750363,0.005263723233601805,0.005264218276525284,0.9526252622324828,0.005264322275129359,0.005263558444050058,0.005263642042568537,0.005264370967998892
Kalua Pig In A Slow Cooker,0.010000544533843832,0.010000491435714463,0.010000311193257198,0.010000204971492212,0.9099948924178098,0.010000000034128095,0.010000256379055552,0.010001038759680293,0.010000167137047471,0.010002093137971036
Kathys Roast And Vegetables,0.952623059691091,0.005264385950088094,0.0052646638556415335,0.005264395379656765,0.005264397902560519,0.0052637332778958795,0.0052641717664951735,0.005264022349037238,0.0052634701948135335,0.005263699632720529
Keema Aloo Ground Beef And Potatoes,0.30675070256271897,0.003448898414786408,0.003449047708184131,0.003448733097429977,0.0034485635167156533,0.003448882334899254,0.2172695722991078,0.4518383584453792,0.0034486072940974727,0.0034486343266811373
Kielbasa And Cabbage,0.6694982994700337,0.005556983221204059,0.005555927595339599,0.00555620465056988,0.005556875346656814,0.005559388635387613,0.005556924514280585,0.005557491996754698,0.005557096369054373,0.2860448082007187
Kielbasa With Brussels Sprouts,0.7807510746345339,0.007694184876045878,0.007692818496478433,0.007693907585093335,0.007693247552692918,0.007693101836271934,0.007692986590351896,0.0076946000717577,0.00769369742114577,0.15770038093562813
Kimchi Corned Beef,0.6169111715449185,0.005555625546087957,0.33864040777190263,0.005556475215528742,0.005556707302560391,0.005555919862358625,0.0055560791680670536,0.005555604514214165,0.005555992353385211,0.005556016720976576
King Ranch Chicken Casserole ,0.002222892201414239,0.002222690620358122,0.4040127613303868,0.2813217458485688,0.002222487704397495,0.0022225884637158155,0.29910713121147614,0.0022227907282267607,0.002222507838253862,0.002222404053201925
Kofta Kebabs,0.7574589322760581,0.005264528061829374,0.00526400751833539,0.005263966411948328,0.00526379890888309,0.0052636926731611825,0.2004296536305564,0.005264254762179025,0.0052637066856557205,0.005263459071393472
Koji Rubbed Steak,0.010003235488099877,0.7188264333576138,0.010000160007512911,0.010000532382965525,0.01000054990137443,0.11088268058202035,0.010001547302433945,0.10028360812558526,0.010000653956318686,0.010000598896075246
Korean Barbecued Rack Of Lamb,0.23513830592463272,0.004167337416820255,0.004167005438982908,0.004167262511226766,0.0041676722041057305,0.7315219008928615,0.00416757761478194,0.004168402935527022,0.004167123990442033,0.004167411070618983
Korean Bbq Beef Pul Kogi,0.0050014567329360595,0.005000793120458145,0.00500074468541642,0.0050007805104274996,0.0050009448856415195,0.8299286716304117,0.13006331622725334,0.00500145129849626,0.005000604858006502,0.005001236050952714
Korean Bbq Short Ribs Gal Bi,0.004167756116808383,0.004167199066444231,0.0041672574171463484,0.00416725747347694,0.004167930574333831,0.9624925364983714,0.004167780806778802,0.0041675006240485075,0.004167238898970042,0.00416754252362148
Kosher Salt Encrusted Prime Rib Roast,0.011113583248742967,0.011113990109890125,0.011112219245895104,0.011113015282738765,0.8999870595355421,0.011111457721065372,0.011111696777641199,0.011112678821625746,0.011111853362626541,0.011112445894232294
Kraut Bierocks,0.0037047967662691608,0.003704345121085258,0.003704297541168063,0.24074329690947824,0.0037048759472111787,0.0037040954905860676,0.003704530989018753,0.0037042755106250543,0.5881308414670385,0.14519464425751974
Kris Amazing Shredded Mexican Beef,0.004167965049071499,0.004167470192979257,0.9624904936281197,0.004167608871341396,0.004167769952907313,0.004167924554948794,0.004168260799317114,0.00416784341171853,0.0041670682651563104,0.004167595274440141
Lamb Borek,0.6165599089255553,0.0019233736052363583,0.0019233094714138576,0.0019233213253842213,0.001923333948477674,0.042018534980087764,0.0019234622317143954,0.1432183613133866,0.1866631268345561,0.0019232673641874475
Lamb Braised In Pomegranate,0.6269675649321768,0.003333847095243136,0.0033337018434128995,0.003333584788288711,0.2753794308856121,0.003334482145715537,0.0033339828511518635,0.07431606615749277,0.0033337968489042338,0.0033335424520020912
Lamb Meatballs And Sauce,0.9666590970789566,0.0037046894450598463,0.003704452246820298,0.003704785347033398,0.0037042068965510923,0.003704446855080638,0.0037043197968353184,0.003704916836254833,0.003704707832462705,0.0037043776649453527
Lamb Shank Vindaloo,0.6237354446450096,0.0027034007696389835,0.0027035888051507597,0.0027030157810582355,0.13785516160373415,0.0027031961618757703,0.2194862599279938,0.002703770369006448,0.002703085557498588,0.002703076379033582
Lamb Tagine,0.5537154931032359,0.0028575121341389794,0.0028578551460220997,0.0028579980548847916,0.0028575257784610366,0.0028575840079741364,0.2854800140935747,0.1408009767036088,0.0028576716981877494,0.0028573692799117884
Laotian Grilled Chicken Ping Gai,0.05565843620603631,0.003125253430115094,0.28662682939418926,0.0031252551360096206,0.003125686852891183,0.38259981046271735,0.2563623933816771,0.0031256811719386143,0.0031255033526214502,0.003125150611804029
Lasagna Roll Ups,0.0058824977757688185,0.005882679521570916,0.00588243769042187,0.9470557628526015,0.005882471876085549,0.0058838819905800985,0.005882598755273786,0.0058823640457159555,0.0058827464118210585,0.005882559080160626
Lasagna Stuffed Shells,0.004167559916894624,0.004167564242328121,0.004167277364848365,0.8985881528144831,0.004167499687196022,0.004167426736870681,0.004167349392979978,0.004167431584852214,0.06807234044175053,0.004167397817796246
Lazy Pork Dumplings,0.4826836399565946,0.0024394183310850626,0.0024395401474701177,0.0024392571494596584,0.002439636594746041,0.3059883975996298,0.002439661342278045,0.0024395227125395273,0.19425174581881438,0.0024391803473828647
Leftover Ham  N  Potato Casserole,0.22944527821578523,0.5367875266296599,0.0071441901148594136,0.007145013404749825,0.007143740049011486,0.007143195561416243,0.007143320427364188,0.0071439218822244134,0.007144577575084002,0.1837592361398452
Lemon Pepper Salmon,0.5141413083811737,0.0058839416543664015,0.005882987326699557,0.00588393814928839,0.005883025489686782,0.005883154034725276,0.005883408942624303,0.43879117981659976,0.005883411056014234,0.005883645148821682
Lemon Pepper Salmon Ii,0.014288235041472154,0.43603472258765485,0.014287158580514908,0.014286938015025024,0.014287842504362077,0.44965917938922645,0.014289810297508209,0.014292159488172073,0.014287084942577773,0.014286869153486408
Lighter Spaghetti Alfredo With Cauliflower,0.13497995328430246,0.8427940378994974,0.0027781393924511334,0.002778640906874898,0.0027781749922669696,0.0027780067429364636,0.0027781107130463276,0.002778427917334548,0.002778496046663826,0.002778012104626128
Lindas Lasagna,0.004167677518416064,0.004167541354676104,0.004167363076585427,0.7529950525927396,0.004167985956063099,0.00416834055930223,0.0041688714720224725,0.004167690434958206,0.21366120031014627,0.004168276725090633
Linguine Pasta With Shrimp And Tomatoes,0.005264269456986002,0.8292983414200279,0.005263732623471694,0.1285899793297149,0.005263775783790254,0.005263963706993042,0.005263687843524424,0.005264788958992292,0.005264098129778474,0.0052633627467211855
Linguine With Scampi,0.008334244870193998,0.9249917869802472,0.008333851442298633,0.008334421352808874,0.008334107660577378,0.008333676863250435,0.008334284615295836,0.008336057252074914,0.008333877752946807,0.008333691210306114
Linguine With Seafood And Sundried Tomatoes,0.07426475612932969,0.746778040336065,0.004348410403770167,0.14851827926212804,0.004348336096131852,0.004348047990469456,0.004348229333969729,0.0043494253813893035,0.004348513402494784,0.004347961664251992
Lions Head Meatballs,0.14966418817929342,0.0016951993081920618,0.001695407974880836,0.0016950818021393176,0.0016952937248675985,0.4049152376803081,0.0016953712671330002,0.0016951875771355426,0.0016951585315774353,0.43355387395447276
Little Lamb Meatballs In A Spicy Eggplant Tomato Sauce,0.8759326864497521,0.003125559609272218,0.0031255977732777512,0.0031255196320496602,0.0031254412274815783,0.0031254143437481007,0.0031255275961686807,0.003125764269602412,0.09906304476996798,0.003125444328679627
Little Meat Loaves,0.004546140152354124,0.38247623420833643,0.00454577581330545,0.004547120870009754,0.004546111943165071,0.004546323585110884,0.004546344324029326,0.00454585829248039,0.004546248168489658,0.581153842642719
Liver And Onions,0.7891908309291538,0.009094467879948904,0.009092506530963905,0.009091595920717399,0.009092936104033122,0.009093247440556179,0.13806496824376532,0.0090925995161531,0.009093202914529282,0.009093644520178953
Lobster Newberg,0.0052639281673789035,0.9526276727632472,0.0052634748704707,0.0052635135206227585,0.005263683052683664,0.005263471912709561,0.005263365443596041,0.005263842050914814,0.005263564119751355,0.0052634840986247435
Lobster Tails Steamed In Beer,0.0250034331402469,0.5250000321642833,0.025000000164676867,0.025000000066161262,0.025000000091233245,0.025005734521165158,0.2749895175838034,0.025000012133946023,0.025001269976394593,0.025000000158089255
London Broil I,0.007144506979142504,0.007144187160955872,0.007143894519233473,0.00714424257608755,0.007144069743223686,0.007145343907036945,0.4075341315813164,0.5353119418228619,0.007143464114099531,0.007144217596042161
London Broil Ii,0.0076941231058607,0.007693575370242339,0.007693445385402156,0.007693797313632999,0.007694141832927594,0.007694715152957831,0.46076509177265645,0.4776839989695029,0.00769322259578147,0.007693888501035495
Loris Famous Crab Cakes,0.3418898254445874,0.002632301422824211,0.0026322431351480657,0.0026321119605747976,0.05681951900285349,0.0026324011990532924,0.002632219233175167,0.3276816712651551,0.0026319875349874967,0.2578157198016411
Lovers Beef Burgundy Filet,0.0045464916291376575,0.2353505783015139,0.0045462562775121515,0.00454685805988383,0.00454582963951742,0.7282776781582471,0.004546073623717281,0.004547166621013252,0.004545951182080606,0.004547116507376803
Macadamia Crusted Sea Bass With Mango Cream Sauce,0.003704368798005071,0.2699839749102269,0.0037039790048332783,0.0037041632770901576,0.003704247114184953,0.0037038929062988704,0.04753479996885231,0.6565523135108436,0.0037042480861135684,0.0037040124235511417
Macaroni And Cheese With Caramelized Onions And Bacon,0.0029417030583643953,0.6100588989024036,0.0029417635821861574,0.11157812610183866,0.0029418145285736393,0.0029419248244934464,0.06201074170966212,0.002941566281949657,0.0029416239405506443,0.19870183706997782
Mahi Mahi With Coconut Rice And Mango Salsa,0.0028579094977852354,0.3230879384102261,0.0028575752353005197,0.002857641076403027,0.0028575750857606874,0.0028580768113863533,0.6071472149744405,0.0028581238591453696,0.002857917979191347,0.04976002707036097
Mama Corleones Sausage And Peppers,0.004167183651696456,0.18022501510450015,0.004166928921090288,0.49637296935241804,0.004166952099855736,0.004166919495037283,0.004166917576473819,0.2942329611409875,0.004167265198979707,0.004166887458960997
Mamas Best Broiled Tomato Sandwich,0.43238637691858856,0.007145511082887758,0.0071433906859328915,0.5104562366436909,0.007145169618645081,0.00714478181489057,0.007144049254317155,0.007145467562751662,0.007144322556050986,0.0071446938622444275
Manhattan Filet With Pan Sauce Bordelaise,0.9470499281136825,0.005884288185390839,0.005883384917948729,0.005882688961994943,0.00588312140047716,0.0058834666160398515,0.005883260290781717,0.005884326613802474,0.005883006992785381,0.005882527907096584
Manicotti,0.0058832190091894715,0.005883618521055121,0.00588278626484047,0.9470524457685013,0.00588316234552451,0.005882822455131894,0.005882830234069055,0.00588307401285599,0.005883173604013456,0.005882867784818634
Manicotti Alla Romana,0.0038470190661136377,0.35671208917980474,0.0038472508810127146,0.49709980430913114,0.003846455761032789,0.0038466124940998232,0.11926030937524207,0.00384673246296548,0.0038469876171939033,0.003846738853403845
Maple Baked Pork Loin Roast,0.006668408842133823,0.006667959237046596,0.17448388662989195,0.006667535065495511,0.6666321500972409,0.006668181086344993,0.006668049901042841,0.006668749041297302,0.006668527073207845,0.11220655302629823
Maple Brined Pork Loin,0.0038472006651309822,0.00384684533265032,0.0038465728644437236,0.003846529402266484,0.9032176407348556,0.0038471037789873626,0.06600753523998475,0.003847229199949101,0.0038470082497193405,0.0038463345320123585
Maple Glazed Ribs,0.00625031971440304,0.006250160733762318,0.006250225403534394,0.006250209984172571,0.9437449420140452,0.006250802329740507,0.006251275836920978,0.0062501614124661825,0.006250259999738229,0.006251642571216567
Maple Roast Turkey And Gravy,0.6533850614857915,0.00357342872661294,0.0035719359636201976,0.0035715809045528397,0.3180372252145248,0.0035715138625007858,0.003572355252806886,0.003573470860110136,0.003571853884561515,0.003571573844918396
Maple Salmon,0.009092788675133407,0.00909260320433307,0.009091785614655947,0.009092354418094757,0.5917479005567434,0.3355123956972029,0.009093028940614872,0.009093800039604468,0.009091583757607683,0.00909175909600953
Margarita Grilled Shrimp,0.35008258419352356,0.2649702107097105,0.005883767801313654,0.005882841553748211,0.005883032144181414,0.005882818618241365,0.005885937087210654,0.3437629300208151,0.005883221099849318,0.005882656771406351
Maries Easy Slow Cooker Pot Roast,0.9181714784650057,0.009091600285221428,0.00909273124404315,0.009092025819848998,0.009093329631055995,0.009091562594461223,0.009091968712995661,0.009091893175000214,0.00909162506731289,0.009091785005054871
Marinated Flank Steak,0.005264073957558748,0.00526396267410509,0.005263656115557635,0.005263605380045137,0.3143087919954161,0.26916935196768,0.005264773739678748,0.37967382940510386,0.005263633573049386,0.005264321191805371
Marinated Grilled Shrimp,0.006251625590919708,0.4837338003306846,0.006250478531013216,0.006251650976604385,0.0062520901969929064,0.00625255060516566,0.20403744452416614,0.2684686697705268,0.006251146557285452,0.006250542916641077
Marinated Pork Tenderloin,0.007144851003268815,0.007145047402580639,0.007143364588511111,0.007144127504475046,0.007144933475747664,0.007145997079854039,0.8435167932076465,0.09932642029561242,0.007144599686155801,0.0071438657561479066
Marinated Tuna Steak,0.006250835674724605,0.006251411094034674,0.006250477388171185,0.006251141610923918,0.006250710574813698,0.1523507984258166,0.006251641462980184,0.7976417996656481,0.006250744558737133,0.006250439544149889
Marinated Turkey Breast,0.006668452216754893,0.006669445630376018,0.0066684237057424165,0.006669492728274509,0.006668058048220003,0.006668078126478234,0.9399837354558418,0.006669584132226174,0.006667544604852506,0.006667185351233321
Marrakesh Vegetable Curry,0.3991712842861588,0.0032261475888873724,0.0032264097351197003,0.14446616505674842,0.0032261432251879025,0.003226222454612545,0.0032264436601828405,0.4337784514387643,0.0032266536150771163,0.003226078939261197
Marsala Marinated Skirt Steak,0.3717242396339299,0.0071450822216067465,0.007143227754185958,0.007143394149006076,0.007144728883250263,0.007145006394323912,0.3144930300505094,0.2637737927584606,0.007143140946907868,0.0071443572078193004
Marys Meatloaf,0.35177686462600116,0.005884014180369532,0.005883337692433421,0.005883428665860055,0.005883948476718001,0.005883993293095237,0.005884363279488355,0.00588442589461194,0.005883567941985216,0.601152055949437
Meat Pie Tourtiere,0.47639590137276383,0.005557092180392435,0.005555909883877578,0.0055564156932659346,0.005556702209672712,0.005555757608573838,0.4791503964082245,0.005556717610220654,0.005557853831485263,0.005557253201523372
Meatball Nirvana,0.3201481335402204,0.4838472983673155,0.004000519697206002,0.004001476650739287,0.004000952131749556,0.004001524861466403,0.004000931149872946,0.00400124472837294,0.0040010074780200055,0.16799691139503706
Meatball Sandwich,0.004167763523666103,0.3314860856400063,0.004167221811645292,0.6351735366189444,0.004167295498122494,0.004167231163385743,0.0041673678556031464,0.004167655290154311,0.004167407499401349,0.004168435099070928
Meatball Stuffed Garlic Bread Sliders,0.2096218148059497,0.0033344687314283313,0.003333711874293033,0.36064118684351065,0.003333774638287825,0.003333854854770327,0.0033337239593494955,0.003334234472899492,0.4063992088976088,0.003334020921902425
Mediterranean Pasta,0.11135584395394338,0.597564497867287,0.10070760446064256,0.15507320738783537,0.005883757744890041,0.005882392067028727,0.005883020970840658,0.0058838020470603535,0.005883122949518742,0.005882750550953151
Melt In Your Mouth Broiled Salmon,0.005557031301547892,0.289835490774295,0.005556044998851198,0.005556562604335427,0.005556898335562302,0.005557680289026118,0.005557129160988255,0.49801187138865505,0.005556455826885741,0.17325483531985297
Melt In Your Mouth Meat Loaf,0.22256208840398478,0.006250894184695535,0.00625024523730065,0.006250952501034563,0.006251944025013793,0.006250693182107195,0.00625096751928119,0.006250276892900593,0.006250518569336523,0.7274314194843452
Men Love This Steak,0.5562826695637619,0.18383994533499542,0.00526372306064298,0.005265891469886935,0.22302372723011335,0.005264951607971982,0.005264389296135392,0.005265069984551413,0.005264424427137471,0.005265208024803064
Mexican Rice,0.0032268613303502087,0.0032264748905323822,0.37120261353072304,0.2747175540007656,0.0032264504808044965,0.10671270439792806,0.0032265752801763233,0.1567329945534657,0.0032262493862900933,0.07450152214896419
Midwest Salisbury Steak,0.9666593937983965,0.003704610255344743,0.0037043704171128983,0.0037045862918597657,0.0037042417725247547,0.00370433622680347,0.00370442434483925,0.0037041233236265753,0.003704307926457734,0.0037056056430341848
Million Dollar Spaghetti,0.005882817720370435,0.21906212077526885,0.005882975497191942,0.6768554298900386,0.005882525028497849,0.005882889589967525,0.005882762014587805,0.005882423525961233,0.06290218541195769,0.005883870546158223
Mimis Slumgullion,0.9437384037795105,0.006250649435944909,0.006251051284162539,0.006251075735561518,0.0062506173694319225,0.00625150855963715,0.006251461012219475,0.006252609094058622,0.006250641467531704,0.006251982261941674
Mini Meatloaves,0.008334142681354547,0.008334754900316349,0.008333596331822337,0.008335998050639882,0.008334622819374244,0.00833359792106152,0.008334233347537199,0.008333716638091697,0.008334867013101101,0.924990470296701
Mint Crusted Rack Of Lamb,0.2554896736358119,0.0027786069927747386,0.0027780945877747543,0.0027783709537774082,0.31446746903685785,0.0027788569956666786,0.00277832732219275,0.2409411109506533,0.17243131873786435,0.0027781707866262793
Miso Braised Beef With King Mushrooms,0.6517797967778475,0.0029416875318192693,0.002941917120541186,0.0029415250949366054,0.20658221706231217,0.12104541290860886,0.0029418503430304046,0.0029419407484743533,0.0029417308461168494,0.0029419215663129008
Miso Glazed Skirt Steak,0.006251427668272396,0.006250781734059242,0.006250520646850139,0.00625057118022243,0.00625204811223438,0.41657123400751617,0.0062521140324688414,0.5334191492282092,0.006250594997511636,0.006251558392655683
Miso Maple Glazed Salmon,0.00588342950291414,0.005882442205351509,0.0058830958876431175,0.005882908930027389,0.005885355190121257,0.9470511208793582,0.005882943405622073,0.005883735298090208,0.00588250933964636,0.0058824593612260825
Mississippi Beef Short Ribs,0.7298655222436098,0.002500645991392951,0.0640705611992038,0.0025007202467234205,0.002500787193414349,0.052889123243710076,0.0025007444896924277,0.0025005139953457145,0.13817061377865228,0.0025007676182549825
Mississippi Pot Roast,0.005263898044130973,0.005263769116013042,0.9526265635485254,0.005263936191762365,0.005263970648900374,0.00526322413351865,0.005263567465471368,0.005264276115472449,0.005263424395598508,0.0052633703406068065
Mississippi Roast   Slow Cooker Pepperoncini Pot Roast,0.010003201299359502,0.010007283825135608,0.9099822333703579,0.010000703332418703,0.010001216307251863,0.010000239395108072,0.01000053265675093,0.010001461498779078,0.010001252250528135,0.010001876064310352
Molasses Brined Pork Chops,0.5703016451269584,0.008333994141153128,0.00833413085067617,0.00833395918541886,0.36302164050662733,0.008335065809209759,0.008335305677605542,0.0083343536010741,0.008334754020086672,0.008335151081189944
Moms Stovetop Pork Ribs,0.4657705114131985,0.0066695799608010135,0.20774546536402502,0.006668947199480281,0.0066684652967474636,0.006668535540034728,0.2798046043577901,0.006669164910863418,0.006667610585670216,0.00666711537138926
Moms Sushi Rice,0.008335469073291591,0.008334725363868657,0.008333936038045449,0.008334188723358466,0.008335625899995541,0.504601364757832,0.008335741986496578,0.008334712660503887,0.008335136768368546,0.42871909872823927
Mongolian Beef And Spring Onions,0.0043487212132354335,0.004348052027783383,0.00434858068328992,0.004348267920700915,0.004348159362501069,0.19659181458968583,0.5723496671823002,0.13213907869730568,0.07282903646163759,0.004348621861560159
Moroccan Spiced Pork Roast,0.8578926177445856,0.0023258604213664785,0.0023260500818643305,0.0023258686880394267,0.0023264754310606353,0.0023259382197855847,0.12349896919971753,0.002326579424792599,0.0023259505900018965,0.002325690198786038
Mostaccioli With Spinach And Feta,0.006668102950782323,0.21121454005099785,0.006667227711658073,0.7354435624470931,0.006667715638870909,0.0066673969513127785,0.006667323032631407,0.006668774592250925,0.006668397062144737,0.006666959562258055
Mozzarella Stuffed Pesto Turkey Meatballs,0.0040007881086269554,0.3801771185497359,0.004000354456448765,0.3045420873956779,0.004000473843959382,0.0040005739618377955,0.004000504221470492,0.004000902794892658,0.2872765025043546,0.004000694162995412
Mushroom Meatloaf,0.4635529453361741,0.010002650858747469,0.010001272639140189,0.010002733381642268,0.010001988804575842,0.010000644057387667,0.010001368606586297,0.01000189481890547,0.01000109192170365,0.45643340957513706
Mushroom Pie,0.006251596971855697,0.8020790208645663,0.006250521914414966,0.006251490282977477,0.006250461127021797,0.006250551218436326,0.006250656676944099,0.006251200876862073,0.006250926548115518,0.1479135735188058
Mushroom Risotto,0.24809589724246198,0.7097883950711721,0.005264147821073154,0.005264557469296132,0.005263797568899287,0.005266469023840294,0.005264715054969327,0.005264094927020059,0.005264197338272379,0.005263728482995526
New Orleans Barbeque Shrimp,0.5297743628435142,0.292549440142337,0.004762875299071281,0.004762916057309169,0.14433471995122046,0.004762968689962288,0.004763667968570279,0.004763282446911508,0.004762379949509038,0.004763386651594802
New Years Good Luck Pasta Fazool,0.725938820220528,0.0032268217606247806,0.0032264231103745025,0.003226839644586792,0.003226192412103972,0.0032262182035573623,0.0032261303325063955,0.0032266745625903954,0.24824914204957843,0.003226737703549323
No Cream Pasta Primavera,0.41531713472091697,0.40033280074225963,0.0025644129549104765,0.1663982535415855,0.002564478637887113,0.002564580863511216,0.0025644950438936625,0.0025650363485580905,0.00256458739511228,0.002564219751365292
